,cleaned_body,pos_score,neu_score,neg_score,compound_score,rating,cs_scaled,sentiment
301,recently flew toronto amsterdam overnight flight boeing combi regular economy class worst flight experience ever others already stated seat incredibly tight reclined slightly row seat close together contortionist extricate oneself seat addition seems entertainment system retrofitted plane resulting box floor throughout cabin box seat front lost half room allocated foot flown regular economy class airline many time never encountered uncomfortable setup airplane spoke others flight agreement flight experience bad uncomfortable miserable never use klm suggestion would executive klm seat long haul flight experience result decision,0.103,0.766,0.13,-0.5764,0.1,0.20408886189970143,negative
307,stop flight got book dfw amsterdam flown delta american internationally appalled lack room seat body knee touching seat front passenger leaned back literally tray room foot even purse arm hugged chest long flight extreme discomfort found flight crew nice,0.113,0.676,0.211,-0.5859,0.3,0.1992814128839634,negative
308,seat new configuration absolute nightmare long flight hr really suffered due narrow seat sitting shoulder shoulder passenger next exaggerating,0.0,0.766,0.234,-0.6361,0.1,0.17387784019027377,negative
310,paid extra xl seat got x seat crew gave seat row tall person took airmiles customer service behaving idiot twitter klm customer service refuse refund mile klm customer service confirm email mile debited,0.0,0.845,0.155,-0.6705,0.1,0.15646981428065382,negative
311,horrible access get seat absolutely leg room seat front reclines tremendously diminishes movement whatsoever,0.0,0.788,0.212,-0.5423,0.1,0.22134507362987704,negative
313,sure start almost every part trip nightmare third leg hour trip tension already high walked board archaic plane worst seat ever encountered international carrier usually aisle seat gain extra legroom however half legroom eradicated large metal box every aisle seat extendable head rest would stay extended position seat would recline screen awful unwatchable asked reseated told seat available despite plane full trying sell premium economy seat takeoff hr struggle fall asleep knee hit steward cart waking hurting knee apology even acknowledgement given complained customer service manager whole fiasco simply said like fly tell twice,0.083,0.736,0.181,-0.9001,0.1,0.040281362279236885,negative
314,easily worst premium economy seat transatlantic carrier worth money premium economy air france much better economy seat smaller cabin note seat armrest go way flight empty even lie across row flying klm anything business class frankly horrifying experience make sure repeat,0.179,0.64,0.181,-0.2732,0.1,0.35752239259146806,negative
318,recipe back pain seat pitch adjustable headrest narrow seat seat front get reclined torture begin remember warning remorse seat front reclined look comfortable position sleep vain,0.087,0.529,0.384,-0.8807,0.1,0.050098679216638825,negative
319,klm follows bad trend class layout seat footrest little comfort long haul flight,0.132,0.658,0.209,-0.3167,0.2,0.33550933657203585,negative
321,amsterdam panama return seat hard short seat pitch cramped seat front reclines possible see seat back tv screen becomes difficult get seat always ask aisle seat plus cabin stuffy klm trying save money reducing air change cabin could hardly wait disembark avoid,0.068,0.808,0.124,-0.1621,0.1,0.41374424371236274,negative
324,chose economy got economy realise heck seat rail fully reclinable fully upright position empty seat beside hour flight could lay though seat rail would fully go upright position annoying since seat empty whole flight anyway,0.0,0.824,0.176,-0.7029,0.5,0.14007388290066294,negative
326,klm economy seat disaster downright dangerous people according cabin steward premium extra legroom row seat almost impossible book advance except loyalty gold member restricted legroom anyway extra premium comfort seat useless except row pre bookable elite member extra recline press right knee avoid klm tall dvt sufferer,0.096,0.621,0.283,-0.8957,0.2,0.04250797024442081,negative
327,worst flight taken hour misery amsterdam houston additionally box seat front deck restricted leg room bet none klm executive ever sat seat hour,0.0,0.658,0.342,-0.886,0.1,0.04741662871312181,negative
328,am mnl seat paid upgrade seat plenty extra legroom bulkhead toilet front minimal disturbance seat rock hard extremely uncomfortable,0.0,0.699,0.301,-0.7089,0.6,0.13703759931177575,negative
332,time ever adequate leg room get bulkhead emergency exit seat requested seat expanded leg room row got stuck two row back aisle armrest cut hip inside armrest raised degree wider forget easy ingres egress seat,0.113,0.684,0.203,-0.4215,0.3,0.2824755832194727,negative
333,husband flew chicago amsterdam economy class armrest raise flight amsterdam return flight made difference uncomfortable seating weigh lb could get comfortable could move leg husband still complaining hip pain due tight seating,0.085,0.718,0.197,-0.5267,0.2,0.2292394109609838,negative
334,hour night flight singapore amsterdam worst thing seat hardness however twisted could get comfortable sleep barely possible fly klm long haul flight,0.12,0.73,0.15,-0.2023,0.2,0.3934011436668185,negative
336,tight seat knee cramped passenger front reclined seat move anymore avod hard see reclined,0.0,0.903,0.097,-0.1027,0.5,0.44380345124234605,negative
338,completely ridiculous small seat pitch large aircraft long flight hour seat old private screen central placed screen although dutch never fly klm,0.0,0.883,0.117,-0.4201,0.1,0.2831840493902131,negative
